mu,sigma
0.00986368,1.02333
1.11471,1.25064
1.27846,0.171848
1.50769,0.451795
1.94345,1.32889
0.80563,0.60692
2.53822,0.653928
0.862843,0.622341
1.15265,0.601679
1.08028,0.928161
1.39141,0.34489
1.54522,2.38898
0.364703,2.37649
1.24387,1.25091
1.67613,0.420215
3.72988,2.3957
1.21911,0.436425
1.96674,0.409844
-0.760146,1.89931
0.528451,0.825188
1.66567,0.631119
1.28818,0.587561
1.81592,1.63736
2.95023,1.33236
1.25751,1.05067
1.11805,0.572449
1.64045,0.303353
1.27121,0.743653
1.26693,1.42223
0.911593,2.89626
-0.264831,2.07765
3.18224,0.960508
2.21352,0.698479
1.96356,0.629651
1.58333,0.897362
1.07211,1.79021
0.273849,1.58135
1.31216,0.928208
1.34775,1.11748
1.05588,0.636663
1.0836,1.63899
1.37128,0.412585
0.595705,1.26069
1.21806,0.982113
2.3261,1.39771
3.99764,1.48777
2.68675,1.40009
1.66658,1.88674
1.87758,0.14551
1.87758,0.14551
1.87758,0.14551
1.15678,0.147903
1.44465,0.164301
1.13282,2.21923
2.32931,0.722945
1.39695,0.308207
0.528519,0.907949
0.955276,1.06143
0.647584,0.940207
-0.70602,1.12329
1.55497,0.295434
1.81745,0.542676
2.73077,1.09132
0.0780212,1.99817
3.98377,2.60422
1.76101,1.0887
1.42106,0.234293
0.536385,1.06717
1.46584,0.155442
1.42788,0.56341
0.459411,0.658968
1.12331,0.992832
0.58523,1.20563
2.30566,0.769738
0.723153,0.7741
-0.0893971,1.52158
1.90459,0.336837
2.41968,1.15424
1.36718,0.353817
0.667798,0.607681
0.865795,1.6135
1.72359,0.17615
0.712426,1.56542
1.10513,0.904996
0.297518,0.739199
1.63892,0.763924
1.12546,0.730717
1.81308,0.446636
1.13893,0.180281
0.930502,0.726346
1.45364,0.662247
1.14709,0.86179
1.50765,0.415995
1.7766,0.2936
1.30827,0.143483
1.08197,0.569434
1.4088,0.200708
2.29395,1.11258
-0.954131,1.79991
2.19767,1.38956
1.66813,0.428351
1.81102,0.660942
0.685687,0.774225
0.665168,0.359332
1.65692,0.286778
-0.485181,2.57083
1.16444,0.268182
2.23011,0.643996
1.54021,0.751415
1.88008,0.308063
2.54811,0.819713
1.37565,0.679473
2.03589,0.719018
2.49766,0.665961
2.58449,1.13617
1.21509,0.815626
0.285466,1.71447
1.17305,0.98697
2.48751,0.595765
1.23717,0.323694
0.399503,2.18167
1.01463,1.13967
1.73018,0.531335
1.7442,0.576745
-0.40643,2.24544
1.64164,0.701615
1.13181,0.78886
1.38326,1.00079
1.63209,0.99409
0.385536,1.64909
1.75623,0.741208
1.6922,0.368249
1.45956,1.41593
1.68367,0.671697
1.70319,0.408565
1.43332,0.338075
0.927713,0.443121
1.7256,0.396514
1.6299,0.502056
1.46645,1.04846
2.02658,0.347542
1.96551,0.815006
2.67272,0.473108
1.70298,0.399592
2.18722,1.00299
1.4808,0.304212
1.21528,0.382097
0.0796658,1.16866
1.64289,0.940964
1.11878,1.20185
2.06424,0.8485
1.45077,0.530769
-0.237996,1.03416
1.34607,0.283124
0.985359,0.598127
0.274781,0.925338
1.57985,0.492716
1.57879,0.430638
0.738362,0.298506
1.88954,1.40228
0.903255,0.269012
1.11017,0.427863
1.43171,0.515452
2.49017,1.38352
1.4658,0.505237
0.614284,1.18194
1.20001,0.640839
1.42854,0.27807
0.839751,0.461052
0.135778,0.621025
1.12331,0.208159
1.7646,0.743595
1.49995,1.75526
2.99539,1.09409
1.93252,1.45682
0.660165,0.745428
1.06897,0.640098
0.723506,0.384238
1.50566,0.856238
1.20519,1.13065
1.1845,1.39697
0.601969,0.869381
0.709011,0.666525
1.0806,0.652858
1.75816,0.254423
1.02087,0.913648
0.8945,1.55544
1.33193,1.44031
1.20455,0.561952
0.276095,1.114
0.286988,2.05178
1.35905,0.263188
2.4248,0.914759
2.31256,2.84
1.48052,0.348066
2.53487,0.604692
1.70654,1.15596
3.40971,1.93844
1.08162,0.765356
1.0401,0.281882
0.158617,1.3331
1.17256,0.415404
0.0187,0.740476
1.817,0.371745
1.63725,0.222005
0.959523,0.575002
1.25656,0.303748
0.815709,1.14144
1.6744,1.11529
2.08345,0.932172
3.31769,1.8435
0.576923,0.700637
2.24197,1.4904
1.48686,0.787858
3.09312,1.13354
1.93993,0.524788
-0.617462,1.56714
1.23444,0.347181
1.871,0.514122
-1.73404,1.85691
0.611691,1.16031
0.29554,0.88051
2.88117,1.17148
1.53267,0.139502
1.64103,0.570902
3.10729,2.71589
-2.88392,2.14994
1.31649,0.620848
-0.541566,1.06997
1.69012,0.869534
3.32868,1.93163
1.50329,0.566642
0.584729,0.304815
4.15633,2.04073
1.18549,0.194003
1.52521,0.268921
1.36226,0.381216
3.17241,0.998828
0.475042,0.958853
-0.473487,1.08165
0.902769,0.816153
1.54611,1.40743
1.49916,0.279075
1.40305,0.228967
1.42405,0.0923854
1.3961,0.107301
1.4707,0.13947
1.28775,0.260599
1.78488,0.191194
1.31071,0.167474
1.28477,0.123637
1.38701,0.102925
0.977242,0.294503
1.73304,0.326031
1.81411,1.07424
1.30389,0.824505
0.96685,1.31024
1.52307,0.178445
1.43611,0.962596
-0.30672,1.60331
0.670396,0.828933
1.29409,0.366361
1.57116,1.01235
2.18213,0.829295
1.15282,0.714548
2.50274,0.536914
-2.39518,1.30949
0.929958,0.644578
2.70376,1.62703
1.97207,0.450024
1.37758,0.469755
3.3238,1.87474
1.40705,0.179017
1.21629,0.159399
0.147523,1.18865
1.38294,0.278231
0.724577,1.94861
-0.806813,1.40681
1.06016,0.586386
0.601191,1.72304
1.13332,0.235803
2.02472,1.97804
1.63172,0.510286
3.87005,0.769221
2.15074,0.857986
1.55652,0.710112
1.84325,0.902723
1.54889,0.936787
1.25577,0.832867
1.97893,0.373891
1.32915,0.678927
1.4211,0.614473
1.50471,0.229126
2.06538,0.705323
0.953752,0.610522
1.60665,0.204299
1.79876,0.351228
1.43013,0.607615
0.587628,0.937832
2.5689,1.79958
0.96506,0.242355
1.18214,0.401836
2.22877,1.12135
1.40704,0.766789
1.48914,0.478279
1.32901,0.160469
1.40935,0.150309
1.40661,0.112829
1.64094,0.172759
0.796342,0.78391
1.54776,0.364261
1.38257,0.122846
1.75034,0.414714
-1.898,2.59786
2.42936,0.99435
1.76951,0.537274
1.7596,0.766786
0.733971,0.89736
1.61322,0.831294
2.40198,0.782845
1.42289,0.246792
1.17953,1.23634
1.88001,0.436721
2.05007,0.819521
2.00954,0.883822
1.15088,0.867432
2.29128,2.10456
0.905985,0.327342
2.57721,0.647551
0.735828,1.11104
0.530223,0.411563
2.38452,0.657688
1.11273,0.329255
-3.26781,2.55868
1.06746,2.13323
-0.915106,1.8425
2.80156,1.95055
0.213855,0.924204
1.44782,0.131308
0.382633,1.1231
1.98498,2.72703
2.03082,2.96139
1.42768,0.837012
0.92663,2.34723
3.37888,1.00196
1.67782,0.658971
1.62616,0.291039
1.75565,0.403663
1.64233,0.283328
1.26387,0.193896
1.36202,0.147177
0.993166,0.295404
1.32239,0.225564
1.42436,0.982533
0.700749,0.479061
1.43846,0.511917
1.73891,0.768648
2.17817,0.696603
1.90263,0.515478
1.24221,0.172103
1.42834,0.905728
1.30526,0.152262
1.1282,0.542656
1.27881,1.04045
2.17028,0.835165
1.70747,0.471025
1.24156,0.505093
0.959601,1.22001
1.11686,0.347439
2.30693,0.919648
-0.793693,3.0617
2.42182,0.6437
0.978727,0.864462
1.44475,0.880909
0.739408,1.11819
-0.459019,1.75985
1.81973,0.555678
0.69456,0.619642
0.626499,0.491633
0.481896,1.2688
0.36198,0.671349
-1.16942,1.21047
0.722509,0.347295
1.50941,0.107562
1.47405,0.101986
1.38232,0.0939907
1.4486,0.123768
1.40116,0.101779
2.85528,1.59557
0.625312,1.36698
1.27783,1.53798
1.39109,0.339682
1.74912,0.984529
1.26254,0.264867
1.56214,0.844859
1.10227,0.319643
1.56021,0.785945
1.35474,1.36212
1.26635,0.48481
1.46123,0.147209
1.40088,0.522346
1.99312,0.50237
3.63803,0.792422
1.21192,0.905542
2.67811,1.62539
1.21548,0.614584
0.553075,0.45049
2.25124,0.818738
2.41825,1.05084
1.91969,0.916278
0.671548,1.35576
1.26763,0.871257
1.64302,0.327831
-0.28394,1.49487
1.59741,0.322224
1.303,0.300716
0.50182,0.64266
2.49877,0.778972
1.57206,1.13234
0.012369,0.748966
1.4351,1.48683
1.14272,1.59399
1.6249,0.367125
1.81413,0.527482
2.21456,1.91635
2.57919,0.727121
2.89952,1.77869
1.43582,0.444012
2.2115,1.86764
1.08401,0.586738
1.08673,1.46303
1.34322,0.446998
1.46554,0.159532
0.794231,0.852067
1.07923,0.336771
2.48537,1.15184
1.68698,0.278562
3.00793,1.2084
2.53425,1.1946
1.90977,1.26422
1.0827,0.628378
1.27556,0.327724
1.10073,0.603848
1.3653,0.195849
0.975503,0.503063
1.05008,0.776067
1.23197,0.390677
1.06728,0.610899
1.28958,0.518998
2.16225,0.686382
-1.24722,1.06647
2.70786,1.38315
0.309078,1.19512
1.35951,2.17865
1.84722,0.546768
1.42934,0.767178
2.35344,0.585386
0.197782,1.03029
0.569735,0.773848
-1.05256,2.41285
1.89234,0.364217
0.483842,0.589975
0.693444,0.525135
1.35373,0.183749
1.55802,0.496476
1.47359,0.218257
1.48207,0.540551
1.31732,1.50378
1.64889,0.362452
2.1038,1.71041
1.17734,0.16412
2.30843,0.928708
1.57715,0.686808
2.08104,0.483466
1.37791,0.326396
1.19461,1.02508
2.03355,0.521226
0.877233,0.857952
1.26162,0.798971
1.53679,0.327522
1.01373,0.61419
1.93225,0.785257
2.36888,0.489406
0.855237,2.10262
-0.278511,1.65668
2.04265,0.639678
1.10544,0.657514
1.48429,1.21174
1.55386,1.02893
2.34333,0.921087
1.83121,0.239391
0.40316,1.35939
0.957155,0.463229
0.723065,0.764123
0.816331,0.538765
1.0222,0.399855
1.37964,0.230046
0.993415,0.437737
0.556811,1.12546
3.06742,1.84727
1.19444,1.68508
1.95307,0.179912
0.187517,1.39669
2.33305,1.00576
-1.09926,1.47643
3.15889,1.25765
1.17563,0.292269
2.79635,1.10412
0.851498,0.309126
1.22153,0.878966
0.85683,0.50605
1.4901,0.215146
0.762254,0.862372
1.16265,1.1899
-0.00261597,0.727945
1.61426,1.29499
0.690924,0.382999
1.3402,0.261888
1.34411,0.282613
2.15326,1.01794
1.54988,0.159064
1.35849,1.09193
3.30483,1.67946
0.539516,0.58822
1.04601,0.286231
1.14386,0.738738
2.24899,0.677573
0.682299,0.64784
1.62789,0.752818
3.75779,1.20167
1.22208,0.312613
2.07785,0.255994
0.645943,1.49309
1.18611,0.283239
1.09915,0.283981
1.8939,0.490366
1.69851,0.258643
2.11815,0.703058
0.979892,1.41072
2.39557,0.799933
-3.23547,1.49127
1.59083,0.43627
1.81168,2.75108
1.48053,0.885672
0.922626,0.54603
-0.630247,1.17273
2.68806,0.722574
1.15676,0.887668
2.02118,0.415752
1.54548,0.36031
1.37417,0.996507
1.56684,0.617761
0.940758,0.625263
1.82109,0.889359
2.25295,0.482865
1.47036,0.613382
1.5966,1.1875
2.37976,1.50027
0.865922,0.233748
1.6994,1.55833
0.378451,1.92615
1.52275,0.889982
2.20066,0.784996
-0.131294,1.06995
0.3783,0.75302
1.48764,0.275555
1.45736,0.433555
1.8645,0.507008
1.46373,0.55372
1.06564,1.03432
1.25868,0.49455
0.634903,0.70878
0.656532,0.476549
0.729364,0.977035
1.21917,0.895705
1.655,0.177018
1.34407,0.2651
1.65759,0.453176
1.90413,0.501412
1.76951,1.31642
1.52484,0.237413
1.06428,0.330732
1.15366,0.765873
1.40935,0.353872
2.02926,1.04764
1.67884,0.302246
1.80353,0.570647
2.26408,0.835353
-1.44192,1.76509
2.12125,1.73128
0.11282,1.64716
1.08475,1.0123
1.47202,0.17797
1.62169,0.229597
2.69823,0.642196
3.75474,1.78283
2.17084,1.06472
2.24109,1.11077
1.18416,0.157084
1.32946,0.294197
1.6166,0.473331
1.57627,0.149945
-1.10266,1.30675
-1.27192,1.53906
1.66517,1.02355
1.05035,0.884695
0.970743,0.852652
2.81194,1.31632
2.31972,1.08862
1.44561,0.505124
-0.835541,2.24685
-3.9832,3.24301
2.86385,1.16532
3.84823,1.41501
2.91377,1.46326
0.917882,1.15428
1.88931,0.718926
1.38623,0.396252
2.37823,0.697074
1.40258,0.155723
1.68293,0.233246
1.39367,0.0927215
1.25079,0.116425
0.99826,0.185664
1.51344,1.26879
1.13597,0.818572
0.947968,0.635003
0.504518,1.19316
1.63509,0.405101
1.31911,0.270652
4.43477,2.2679
2.35449,1.3267
1.27131,1.30331
1.83372,0.220442
0.457335,1.14698
0.80725,0.735262
1.89741,0.551303
0.419074,0.803774
1.86238,1.69388
1.93073,0.75353
1.77421,0.184948
1.8498,0.880737
0.365629,0.599875
1.49486,0.29365
-1.09111,1.66555
2.29129,0.566871
1.58599,0.551023
1.58524,0.383158
2.63109,0.729965
1.21539,0.781422
0.404786,1.2182
-1.49374,1.4062
1.53609,1.56752
4.11958,1.37709
1.37099,0.955931
1.5944,0.428692
0.645357,1.47515
1.46378,0.114202
1.39085,0.0732628
1.47426,0.0753662
1.47426,0.0753662
1.47426,0.0753662
1.47426,0.0753662
1.47426,0.0753662
1.4287,0.0793481
1.45444,0.06961
1.45444,0.06961
1.45444,0.06961
1.83053,0.489661
0.129298,0.831926
1.2163,1.08355
0.422752,0.842768
2.34365,1.10567
-0.148993,1.06874
1.18997,0.537717
1.40835,0.269375
0.897377,0.575268
1.2129,1.13033
1.08139,0.417308
1.13638,0.559947
1.42082,0.308752
1.59223,1.3584
1.38058,0.609351
2.19791,0.989306
0.172061,1.82465
1.01684,1.04854
1.55923,0.913895
-0.00262645,1.111
1.47184,0.330052
1.3499,0.368334
1.67713,0.681181
-0.619688,3.22729
1.63137,0.689446
0.961886,0.67056
1.42271,0.180629
1.5546,0.347144
1.43397,1.22127
1.97337,0.465183
2.17,0.91637
1.19007,0.267178
-0.171862,1.09696
2.7837,1.96923
2.04308,1.34737
1.83598,0.205618
2.24955,0.559622
1.04982,1.86907
1.82991,0.271549
2.39042,0.595267
1.60886,0.399566
1.72409,0.944212
2.54346,1.40238
1.13642,1.90199
2.59937,0.979273
-0.584206,1.66959
1.35212,0.160649
1.35212,0.160649
1.44033,0.0967359
1.36372,0.128676
0.495192,0.679158
1.93214,0.827974
0.678614,1.31356
1.46225,0.182136
2.00981,0.301024
-0.405944,1.61904
0.786367,0.646459
-0.495469,1.47172
1.48885,0.772581
-1.38337,1.234
2.65181,2.37699
0.941299,1.12801
2.44626,1.0668
1.14165,0.695483
1.12798,0.431465
1.62983,0.188914
-0.126824,0.769825
1.77875,1.59217
-0.580211,1.49545
-0.162736,1.61393
2.44322,0.671823
1.45871,0.158362
1.30181,0.672062
2.32781,0.665708
1.4799,0.873391
2.05913,0.7583
0.766308,1.40234
1.28921,0.257213
-0.235668,1.41952
0.617103,1.60283
2.11575,1.06594
1.35205,1.40402
1.5954,0.610256
1.51491,0.159724
0.89303,0.615124
2.79843,1.34962
1.14525,0.329774
1.59859,0.160128
1.33402,0.232668
1.05355,1.43801
0.59533,0.745832
1.15585,1.3018
3.02518,1.1674
1.07623,0.879641
1.91608,0.652342
0.871051,1.05758
1.18726,0.217297
1.64822,0.556885
1.29136,0.419882
0.903924,0.364979
-0.502079,1.44627
2.0989,0.583651
2.07007,0.842943
1.42421,0.290933
1.26716,0.323244
0.654796,1.01956
1.3612,0.402937
1.41281,0.11962
1.41281,0.11962
1.41281,0.11962
1.00465,0.397818
1.16375,0.200821
-0.639539,1.10821
1.35984,0.154882
1.27118,0.115894
1.51021,0.145282
0.788958,1.29495
-1.27557,2.25377
1.69539,0.523522
0.625799,0.884407
1.71525,0.607048
2.18881,0.581499
1.34259,0.303498
2.44462,1.33449
2.1262,0.663953
2.20956,0.569543
2.63586,1.76246
1.35659,0.570036
1.47735,0.285603
1.46826,0.986532
0.919409,0.417768
0.533265,0.664546
3.51607,1.35827
4.30471,2.94003
1.61112,1.69174
1.4406,0.581802
2.34532,0.77841
0.595942,0.979673
2.62715,1.42801
3.62312,1.7301
0.672804,1.18444
1.52224,0.294529
-0.30739,1.66107
1.58709,0.420375
0.818686,0.875434
2.01709,1.51171
2.38506,1.27243
2.16145,0.79088
1.43638,0.349204
3.0538,1.10642
1.19329,1.53101
1.83583,0.795405
2.56016,1.04034
0.719408,1.46653
1.56085,2.4434
0.338839,1.40655
1.81778,0.282413
2.66346,1.69796
1.27549,1.16943
0.490178,0.51555
-0.236864,1.25734
2.27686,1.01526
1.66042,0.428829
1.70754,0.196272
1.36097,0.214257
0.855975,2.07499
1.51842,0.170887
1.46563,1.23298
1.66597,0.791735
1.18332,0.648873
1.631,0.309498
2.25756,0.729254
0.602068,1.5438
2.66717,0.439509
1.6204,1.15416
1.39867,0.521496
1.11589,0.862226
0.223214,0.805164
1.92401,0.828118
-0.609344,0.785393
1.30852,0.208055
1.35211,1.18872
-1.77524,1.51065
1.06064,0.207601
1.47223,0.895442
1.85479,0.847318
1.38084,1.30917
-0.797758,1.76468
-2.15896,3.28155
1.49104,0.329111
1.32243,0.806891
1.59705,0.350524
1.92927,0.861627
1.53456,0.347018
2.43893,0.366896
2.61944,1.83707
1.62596,0.225691
-1.07539,1.56551
2.01133,0.477648
1.02502,0.706721
2.0244,0.505846
1.42581,0.661684
0.730437,1.11556
0.915126,1.48041
1.51113,0.216416
0.857763,0.248593
1.39974,1.31918
0.152336,1.5257
1.41896,0.497061
1.12312,0.493322
2.92939,1.09896
-0.130139,1.74237
1.61425,0.50546
1.34899,0.576165
1.561,1.35693
1.34952,0.579122
0.048833,1.71925
0.686762,1.21028
0.950305,0.442569
0.850068,0.737862
3.19048,0.9235
1.09405,0.381289
1.75401,0.435767
0.654181,1.09016
1.82823,0.716384
1.90086,0.689938
1.30499,0.38169
2.2869,0.67908
2.72237,0.757701
1.52872,0.859953
1.10465,1.02405
-0.105531,1.55739
1.80973,0.990354
1.12501,0.511166
-0.692267,1.48944
1.24322,0.359716
2.42855,0.565008
1.48281,1.76536
2.38641,1.01518
0.000540377,1.17106
-0.920166,1.09594
1.63714,0.232343
1.02814,0.804919
0.537872,0.926404
1.76402,0.412732
1.21644,0.268653
2.13716,0.682685
1.12168,1.01351
1.44283,1.0133
1.0862,0.514028
1.66156,0.237136
1.83076,0.727696
3.68195,2.05033
1.53174,0.844824
1.15042,0.299973
1.61937,0.163833
4.6218,1.81465
1.20095,0.316531
2.37207,0.582091
1.41501,0.353362
1.58133,0.677556
1.2,1.48882
0.438761,0.728774
3.94271,1.25404
0.714369,0.648449
1.30808,0.384649
-0.608959,1.60208
1.26936,0.464916
1.02831,0.570763
1.76936,1.28263
1.49166,0.426628
2.42534,0.49834
1.32369,0.389522
1.52266,0.893655
0.403944,1.45064
0.711462,0.937486
1.57384,0.585611
0.774461,0.872758
1.78084,1.19166
0.685802,0.442741
1.81416,0.39017
1.16721,0.340756
1.98311,0.825704
0.783801,0.544896
-0.0795743,1.29728
1.57137,0.488521
1.6021,1.19749
0.747799,1.58212
3.18393,1.93885
2.66797,1.84386
1.51243,0.936154
1.34831,0.258979
1.8965,0.585353
0.0534062,0.840311
1.16218,0.227309
1.38637,1.41182
1.64482,1.60913
3.20094,1.51381
0.90965,2.18235
0.905365,1.20076
0.716102,0.750084
1.23878,0.557406
1.55818,0.263004
2.06933,1.26739
1.21543,0.832792
-1.29808,1.13688
2.49523,0.561213
0.921297,1.07017
0.728278,0.867583
0.941849,0.567541
0.811435,0.785224
1.08552,2.13695
0.382732,0.992183
1.73396,0.356475
1.74215,0.433908
1.73373,0.390752
1.60942,0.460364
1.02544,0.432742
0.546238,2.25533
1.40169,0.252496
1.41499,0.715725
1.52929,0.697402
2.13625,1.48862
0.668599,0.479649
2.12664,0.923575
0.37456,0.943979
1.39086,1.10331
3.0085,1.65084
1.8701,0.546052
0.30896,1.19368
1.88617,0.888839
1.17888,0.615586
3.24912,1.48403
1.43598,0.826435
1.23391,0.255682
0.403515,1.01443
-0.091006,1.42626
1.79558,1.89882
1.40503,2.29367
-0.046046,1.19489
1.33161,0.476236
2.86574,1.80424
1.17204,0.844867
0.71903,0.878835
-0.254925,1.22067
2.09731,1.73099
1.55835,0.679433
1.52794,0.18047
1.9663,0.877877
1.09073,1.14796
1.63661,0.228071
2.55918,0.783736
3.7257,1.935
-1.43344,1.32386
1.39907,0.354338
-0.736573,1.16493
-1.1349,1.97037
1.69011,0.28267
2.84456,0.671704
1.40206,1.01172
1.42578,0.0795558
1.4158,0.0291872
1.4158,0.0291872
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.41106,0.0358036
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.4274,0.0315968
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.42528,0.0262972
1.43314,0.0363976
1.43314,0.0363976
1.43314,0.0363976
1.43314,0.0363976
1.43314,0.0363976
1.43314,0.0363976
1.43314,0.0363976
1.43314,0.0363976
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.40206,0.0379889
1.4181,0.0544386
1.4181,0.0544386
1.4181,0.0544386
1.44048,0.0685851
1.44048,0.0685851
1.45591,0.160477
0.837519,0.575467
0.944268,1.56584
1.20499,0.29169
2.5573,0.787726
0.848144,0.89698
1.61943,0.241314
1.7084,0.153871
1.30453,0.477732
1.71187,1.07448
1.4639,0.216164
-0.811851,2.49988
4.31733,1.42635
0.0465489,0.989328
0.397118,1.67989
0.437861,1.2219
1.41063,0.173233
1.70929,0.306968
-0.0430599,2.40936
1.16386,0.537759
1.9172,0.376031
1.30979,0.522102
1.25301,0.846965
1.92068,0.374089
1.97474,1.47285
1.10162,0.244071
1.29332,1.34609
1.58205,0.674992
1.29454,0.700405
0.0137833,1.20615
1.5455,1.03442
1.79691,0.445801
1.46373,1.07044
1.46187,0.593216
-0.00165212,0.67839
1.74039,0.80643
0.185208,0.966857
1.54361,0.361021
0.277543,0.843423
0.707853,0.450526
1.80329,0.71549
1.50566,0.341507
1.53136,0.288026
1.101,0.433619
0.998164,0.513015
1.072,1.55775
1.73255,1.28771
1.88528,0.310181
0.814834,0.77764
1.42252,0.434194
1.12244,0.245212
2.7351,0.890073
2.5564,1.79437
0.827087,0.813304
1.50168,0.575883
1.40127,1.7846
1.19923,0.381531
1.25632,0.442589
1.53804,0.462713
1.00389,0.416898
0.665834,1.133
1.19183,0.266072
2.2679,0.539046
1.46181,0.444308
1.63413,0.363316
0.822766,1.30675
2.63947,1.11795
0.432942,1.1276
